Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_FA3307AA	CVM-N23566	SRR3306205;ILLUMINA;Paired;500;SRX1666641;440530770;233	SAL_FA3307AA	Poultry	Avian	Chicken Breast	2009				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183848	SRP028812	SAMN04255328	SRS1365040	2016-03-29	2015-01-01	Assembled	87	238838	5014313	Salmonella enterica;100.0%	80	9096	3.32	SAL_KA7344AA_AS
SAL_FA3309AA	CVM-N23644	SRR3306203;ILLUMINA;Paired;500;SRX1666639;590121004;227	SAL_FA3309AA	Poultry	Avian	Chicken Breast	2009				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183848	SRP028812	SAMN04255388	SRS1365024	2016-03-29	2015-01-01	Assembled	114	222416	5175868	Salmonella enterica;93.75%	116	7380	3.32	SAL_KA7342AA_AS
SAL_FA3310AA	CVM-N23641	SRR3306202;ILLUMINA;Paired;500;SRX1666638;549436950;225	SAL_FA3310AA	Poultry	Avian	Chicken Breast	2009				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183848	SRP028812	SAMN04255385	SRS1365025	2016-03-29	2015-01-01	Assembled	108	269684	5062430	Salmonella enterica;93.98%	85	6040	3.32	SAL_KA7341AA_AS
SAL_FA4036AA	FSIS1606206	SRR3323122;ILLUMINA;Paired;300;SRX1675319;744249936;134	SAL_FA4036AA	Poultry	Avian	Raw Intact Chicken	2014				North America	United States	California						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN04600734	SRS1372096	2016-04-02	2016-04-01	Assembled	152	271377	4874468	Salmonella enterica;100.0%	74	1581	3.41	SAL_KA7902AA_AS
SAL_FA4037AA	FSIS1606209	SRR3323121;ILLUMINA;Paired;300;SRX1675318;776103612;134	SAL_FA4037AA	Poultry	Avian	Raw Intact Chicken	2014				North America	United States	California						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN04600737	SRS1372097	2016-04-02	2016-04-01	Assembled	159	271377	4878144	Salmonella enterica;100.0%	72	1520	3.41	SAL_KA7901AA_AS
SAL_FA4799AA	NY-N20143	SRR3330600;ILLUMINA;Paired;500;SRX1677416;437697432;243	SAL_FA4799AA	Poultry	Avian	Chicken Breast	2009				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183850	SRP028607	SAMN04224498	SRS1373024	2016-04-05	2015-01-01	Assembled	84	209871	5163117	Salmonella enterica;89.19%	82	7275	3.41	SAL_KA8847AA_AS
SAL_FA4801AA	CVM-N27368	SRR3330383;ILLUMINA;Paired;500;SRX1677335;429152224;239	SAL_FA4801AA	Poultry	Avian	Chicken Breast	2010				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255258	SRS1372959	2016-04-05	2015-01-01	Assembled	85	129623	5017903	Salmonella enterica;98.93%	97	11530	3.41	SAL_KA8845AA_AS
SAL_FA4807AA	CVM-N27380	SRR3330245;ILLUMINA;Paired;500;SRX1677302;627880800;240	SAL_FA4807AA	Poultry	Avian	Chicken Breast	2010				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255268	SRS1372942	2016-04-05	2015-01-01	Assembled	124	210128	5051158	Salmonella enterica;94.8%	85	4229	3.41	SAL_KA8839AA_AS
SAL_FA4809AA	CVM-N27378	SRR3330243;ILLUMINA;Paired;500;SRX1677300;652567916;238	SAL_FA4809AA	Poultry	Avian	Chicken Breast	2010				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255266	SRS1372936	2016-04-05	2015-01-01	Assembled	129	146552	5055579	Salmonella enterica;97.83%	97	7337	3.41	SAL_KA8837AA_AS
SAL_FA4818AA	CVM-N19828	SRR3330231;ILLUMINA;Paired;500;SRX1677288;302570072;233	SAL_FA4818AA	Poultry	Avian	Chicken Breast	2008				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN04218262	SRS1372930	2016-04-05	2015-01-01	Assembled	59	229663	5068035	Salmonella enterica;98.64%	77	5913	3.41	SAL_KA8828AA_AS
SAL_FA4830AA	CVM-N27374	SRR3330388;ILLUMINA;Paired;500;SRX1677340;412366298;239	SAL_FA4830AA	Poultry	Avian	Chicken Breast	2010				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255263	SRS1372962	2016-04-06	2015-01-01	Assembled	86	146546	4771191	Salmonella enterica;98.82%	90	12374	3.41	SAL_KA8961AA_AS
SAL_FA4832AA	CVM-N27370	SRR3330385;ILLUMINA;Paired;500;SRX1677337;489135696;238	SAL_FA4832AA	Poultry	Avian	Chicken Breast	2010				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255260	SRS1372957	2016-04-06	2015-01-01	Assembled	99	120449	4922567	Salmonella enterica;98.92%	94	10932	3.41	SAL_KA8959AA_AS
SAL_FA4833AA	CVM-N27369	SRR3330384;ILLUMINA;Paired;500;SRX1677336;604183874;239	SAL_FA4833AA	Poultry	Avian	Chicken Breast	2010				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255259	SRS1372958	2016-04-06	2015-01-01	Assembled	120	165251	5007673	Salmonella enterica;97.92%	101	9155	3.41	SAL_KA8958AA_AS
SAL_FA4839AA	CVM-N27386	SRR3330249;ILLUMINA;Paired;500;SRX1677306;443997092;238	SAL_FA4839AA	Poultry	Avian	Chicken Breast	2010				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255272	SRS1372943	2016-04-06	2015-01-01	Assembled	86	200067	5141373	Salmonella enterica;96.74%	94	6735	3.41	SAL_KA8952AA_AS
SAL_FA4851AA	CVM-N19781	SRR3330219;ILLUMINA;Paired;500;SRX1677276;364185610;235	SAL_FA4851AA	Poultry	Avian	Chicken Breast	2008				North America	United States	Georgia						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN04218216	SRS1372910	2016-04-06	2015-01-01	Assembled	72	222336	5057630	Salmonella enterica;97.09%	81	6096	3.41	SAL_KA8940AA_AS
SAL_FA4958AA	CVM-N19831	SRR3344460;ILLUMINA;Paired;500;SRX1685558;306081360;234	SAL_FA4958AA	Poultry	Avian	Chicken Breast	2008				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN04218265	SRS1380623	2016-04-08	2015-01-01	Assembled	61	376818	4988001	Salmonella enterica;98.6%	77	4057	3.41	SAL_KA9043AA_AS
SAL_FA4959AA	CVM-N19830	SRR3344459;ILLUMINA;Paired;500;SRX1685557;353316074;233	SAL_FA4959AA	Poultry	Avian	Chicken Breast	2008				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN04218264	SRS1380624	2016-04-08	2015-01-01	Assembled	68	306571	5129745	Salmonella enterica;93.97%	87	4977	3.41	SAL_KA9042AA_AS
SAL_FA4960AA	CVM-N19829	SRR3344458;ILLUMINA;Paired;500;SRX1685556;516510540;230	SAL_FA4960AA	Poultry	Avian	Chicken Breast	2008				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183847	SRP028894	SAMN04218263	SRS1380625	2016-04-08	2015-01-01	Assembled	102	295857	5041140	Salmonella enterica;100.0%	83	2549	3.41	SAL_KA9041AA_AS
SAL_FA5794AA	WAPHL-SAL-A01139	SRR3452361;ILLUMINA;Paired;500;SRX1728415;593164888;211	SAL_FA5794AA	Poultry	Avian	Chicken Breast	2009				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN04217435	SRS1413009	2016-04-27	2015-01-01	Assembled	118	343400	5004504	Salmonella enterica;98.36%	65	3426	3.41	SAL_KA9976AA_AS
SAL_FA5795AA	WAPHL-SAL-A01138	SRR3452360;ILLUMINA;Paired;500;SRX1728414;569820150;225	SAL_FA5795AA	Poultry	Avian	Chicken Breast	2009				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA183851	SRP028334	SAMN04217434	SRS1413008	2016-04-27	2015-01-01	Assembled	113	278988	5031816	Salmonella enterica;98.57%	74	2833	3.41	SAL_KA9975AA_AS
SAL_FA6200AA	FSIS1503673	SRR3475941;ILLUMINA;Paired;500;SRX1742610;1073075616;246	SAL_FA6200AA	Poultry	Avian	Raw Intact Chicken	2015				North America	United States	North Carolina						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN04942720	SRS1422009	2016-05-05	2016-05-04	Assembled	216	252702	4961256	Salmonella enterica;100.0%	64	2829	3.41	SAL_LA0355AA_AS
SAL_FA6201AA	FSIS1503631	SRR3475940;ILLUMINA;Paired;500;SRX1742607;1158041716;247	SAL_FA6201AA	Poultry	Avian	Raw Intact Chicken	2015				North America	United States	Maryland						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN04942719	SRS1422006	2016-05-05	2016-05-04	Assembled	235	282892	4915224	Salmonella enterica;98.6%	74	3467	3.41	SAL_LA0354AA_AS
SAL_FA6396AA	CVM-N27389	SRR3490009;ILLUMINA;Paired;500;SRX1748574;293716530;243	SAL_FA6396AA	Poultry	Avian	Chicken Breast	2010				North America	United States	New Mexico						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255274	SRS1426364	2016-05-10	2015-01-01	Assembled	59	229663	4965042	Salmonella enterica;98.57%	71	11462	3.41	SAL_LA0546AA_AS
SAL_FA6670AA	CVM-N27403	SRR3502993;ILLUMINA;Paired;500;SRX1760649;461985744;242,SRR3509864;ILLUMINA;Paired;500;SRX1763499;;	SAL_FA6670AA	Poultry	Avian	Chicken Breast	2010				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255284	SRS1436461	2016-05-13	2015-01-01	Assembled	91	101118	5023070	Salmonella enterica;98.0%	103	19169	3.41	SAL_LA0952AA_AS
SAL_FA6836AA	CVM-N27418	SRR3509880;ILLUMINA;Paired;500;SRX1763510;400955482;239	SAL_FA6836AA	Poultry	Avian	Chicken Breast	2010				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255295	SRS1438112	2016-05-17	2015-01-01	Assembled	79	187728	5027926	Salmonella enterica;98.56%	75	7044	3.41	SAL_LA1039AA_AS
SAL_FA6838AA	CVM-N27416	SRR3509873;ILLUMINA;Paired;500;SRX1763508;497072470;235	SAL_FA6838AA	Poultry	Avian	Chicken Breast	2010				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA284276	SRP059203	SAMN04255293	SRS1438110	2016-05-17	2015-01-01	Assembled	96	88767	5153489	Salmonella enterica;97.49%	126	13654	3.41	SAL_LA1037AA_AS
SAL_FA6893AA	FSIS1503418	SRR3540306;ILLUMINA;Paired;300;SRX1771769;619518352;136	SAL_FA6893AA	Poultry	Avian	Raw Intact Chicken	2015				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN05010862	SRS1443790	2016-05-18	2016-05-18	Assembled	125	238830	4955432	Salmonella enterica;100.0%	79	1367	3.41	SAL_LA1157AA_AS
SAL_FA8470AA	FSIS1502713	SRR2648535;ILLUMINA;Paired;300;SRX1335399;544445352;132	SAL_FA8470AA	Poultry	Avian	Raw Intact Chicken	2015				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN04166337	SRS1114268	2016-06-30	2015-10-14	Assembled	114	363002	4771639	Salmonella enterica;92.99%	74	1878	3.41	SAL_LA4965AA_AS
SAL_FA8496AA	CVM N38242	SRR3665317;ILLUMINA;Paired;;SRX1843825;245702516;278	SAL_FA8496AA	Poultry	Avian	Chicken Breast	2011				North America	United States	Maryland						Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201749	SRS1502721	2016-06-30	2016-06-21	Assembled	49	164510	4960431	Salmonella enterica;100.0%	83	9804	3.51	SAL_MA2140AA_AS
SAL_FA8507AA	CVM N38229	SRR3665306;ILLUMINA;Paired;;SRX1843814;478332000;216	SAL_FA8507AA	Poultry	Avian	chicken breast	2011				North America	United States	Georgia						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN02699273	SRS1502712	2016-06-30	2016-06-21	Assembled	94	222345	5077509	Salmonella enterica;98.6%	94	3082	3.51	SAL_MA2127AA_AS
SAL_FA8515AA	CVM N37945	SRR3665298;ILLUMINA;Paired;;SRX1843806;236833226;259	SAL_FA8515AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201737	SRS1502701	2016-06-30	2016-06-21	Assembled	45	238830	5169528	Salmonella enterica;75.63%	225	19407	3.41	SAL_MA2101AA_AS
SAL_FA8516AA	CVM N37944	SRR3665297;ILLUMINA;Paired;;SRX1843805;429173760;256	SAL_FA8516AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201736	SRS1502702	2016-06-30	2016-06-21	Assembled	86	376818	4967222	Salmonella enterica;98.28%	67	1665	3.41	SAL_MA2100AA_AS
SAL_FA8517AA	CVM N37943	SRR3665296;ILLUMINA;Paired;;SRX1843804;302382600;260	SAL_FA8517AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201735	SRS1502700	2016-06-30	2016-06-21	Assembled	59	298794	5110254	Salmonella enterica;98.63%	86	5485	3.41	SAL_MA2099AA_AS
SAL_FA8519AA	CVM N37941	SRR3665294;ILLUMINA;Paired;;SRX1843802;336994568;229	SAL_FA8519AA	Poultry	Avian	chicken breast	2011				North America	United States	New York		New York				Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN02699271	SRS1502698	2016-06-30	2016-06-21	Assembled	66	177573	5083435	Salmonella enterica;97.7%	95	5744	3.41	SAL_MA2097AA_AS
SAL_FA8520AA	CVM N37940	SRR3665293;ILLUMINA;Paired;;SRX1843801;296845266;269	SAL_FA8520AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201733	SRS1502697	2016-06-30	2016-06-21	Assembled	59	157471	4999850	Salmonella enterica;98.89%	98	9997	3.41	SAL_MA2096AA_AS
SAL_FA8521AA	CVM N37939	SRR3665292;ILLUMINA;Paired;;SRX1843800;429478698;239	SAL_FA8521AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201732	SRS1502695	2016-06-30	2016-06-21	Assembled	86	313001	4974153	Salmonella enterica;96.82%	72	1568	3.41	SAL_MA2095AA_AS
SAL_FA8525AA	CVM N37935	SRR3665288;ILLUMINA;Paired;;SRX1843796;340854284;254	SAL_FA8525AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201729	SRS1502692	2016-06-30	2016-06-21	Assembled	71	304635	4755607	Salmonella enterica;97.44%	41	1227	3.41	SAL_MA2090AA_AS
SAL_FA8526AA	CVM N37934	SRR3665287;ILLUMINA;Paired;;SRX1843795;387080892;253	SAL_FA8526AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201728	SRS1502691	2016-06-30	2016-06-21	Assembled	78	200427	4908753	Salmonella enterica;98.62%	80	2370	3.41	SAL_MA2089AA_AS
SAL_FA8527AA	CVM N37933	SRR3665286;ILLUMINA;Paired;;SRX1843794;386338590;235	SAL_FA8527AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201727	SRS1502690	2016-06-30	2016-06-21	Assembled	76	292112	5026003	Salmonella enterica;97.18%	78	2173	3.41	SAL_MA2088AA_AS
SAL_FA8528AA	CVM N37932	SRR3665285;ILLUMINA;Paired;;SRX1843793;395822042;253	SAL_FA8528AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201726	SRS1502688	2016-06-30	2016-06-21	Assembled	79	312952	4983242	Salmonella enterica;100.0%	67	1368	3.41	SAL_MA2087AA_AS
SAL_FA8548AA	CVM N37912	SRR3665265;ILLUMINA;Paired;;SRX1843773;432211520;260	SAL_FA8548AA	Poultry	Avian	Chicken Breast	2011				North America	United States	Connecticut						Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201710	SRS1502669	2016-06-30	2016-06-21	Assembled	85	223227	5066059	Salmonella enterica;97.9%	105	4909	3.41	SAL_MA2063AA_AS
SAL_FA8549AA	CVM N37911	SRR3665264;ILLUMINA;Paired;;SRX1843772;264926268;258	SAL_FA8549AA	Poultry	Avian	Chicken Breast	2011				North America	United States	Connecticut						Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201709	SRS1502668	2016-06-30	2016-06-21	Assembled	53	139322	4967612	Salmonella enterica;100.0%	107	10717	3.41	SAL_MA2062AA_AS
SAL_FA8563AA	CVM N37897	SRR3665250;ILLUMINA;Paired;;SRX1843758;325456924;262	SAL_FA8563AA	Poultry	Avian	Chicken Breast	2011				North America	United States	California						Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201697	SRS1502655	2016-06-30	2016-06-21	Assembled	65	238838	4952151	Salmonella enterica;100.0%	72	3839	3.41	SAL_MA2044AA_AS
SAL_FA8564AA	CVM N37896	SRR3665249;ILLUMINA;Paired;;SRX1843757;341845760;265	SAL_FA8564AA	Poultry	Avian	Chicken Breast	2011				North America	United States	California						Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201696	SRS1502653	2016-06-30	2016-06-21	Assembled	69	184322	4952416	Salmonella enterica;100.0%	75	3769	3.41	SAL_MA2043AA_AS
SAL_FA8567AA	CVM N35519	SRR3665246;ILLUMINA;Paired;;SRX1843754;299439282;271	SAL_FA8567AA	Poultry	Avian	Chicken Breast	2011				North America	United States	Tennessee						Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201693	SRS1502650	2016-06-30	2016-06-21	Assembled	59	120775	5041326	Salmonella enterica;100.0%	115	11586	3.41	SAL_MA2037AA_AS
SAL_FA8600AA	CVM N32759	SRR3665213;ILLUMINA;Paired;;SRX1843721;412923900;277	SAL_FA8600AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New Mexico						Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201666	SRS1502617	2016-06-30	2016-06-21	Assembled	83	271389	4948944	Salmonella enterica;98.36%	71	1834	3.41	SAL_MA1998AA_AS
SAL_FA8602AA	CVM N32757	SRR3665211;ILLUMINA;Paired;;SRX1843719;436233456;276	SAL_FA8602AA	Poultry	Avian	Chicken Wings	2011				North America	United States	New Mexico						Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201664	SRS1502614	2016-06-30	2016-06-21	Assembled	88	271389	4932120	Salmonella enterica;100.0%	68	1444	3.41	SAL_MA1996AA_AS
SAL_FA8613AA	CVM N32746	SRR3665200;ILLUMINA;Paired;;SRX1843708;272714952;237	SAL_FA8613AA	Poultry	Avian	Chicken Breast	2011				North America	United States	California						Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201656	SRS1502602	2016-06-30	2016-06-21	Assembled	54	107874	5016545	Salmonella enterica;99.07%	118	10240	3.41	SAL_MA1984AA_AS
SAL_FA8615AA	CVM N32063	SRR3665198;ILLUMINA;Paired;;SRX1843706;142720822;211	SAL_FA8615AA	Poultry	Avian	Chicken Breast	2011				North America	United States	Pennsylvania						Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201655	SRS1502601	2016-06-30	2016-06-21	Assembled	28	64752	4988852	Salmonella enterica;99.31%	160	18307	3.41	SAL_MA1982AA_AS
SAL_FA8617AA	CVM N32061	SRR3665196;ILLUMINA;Paired;;SRX1843704;221092368;262	SAL_FA8617AA	Poultry	Avian	Chicken Breast	2011				North America	United States	Pennsylvania						Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201653	SRS1502613	2016-06-30	2016-06-21	Assembled	45	93913	4889924	Salmonella enterica;97.32%	115	14736	3.41	SAL_MA1978AA_AS
SAL_FA8619AA	CVM N32059	SRR3665194;ILLUMINA;Paired;;SRX1843702;390705744;264	SAL_FA8619AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201651	SRS1502597	2016-06-30	2016-06-21	Assembled	77	181251	5052005	Salmonella enterica;96.43%	93	6942	3.41	SAL_MA1976AA_AS
SAL_FA8621AA	CVM N32057	SRR3665192;ILLUMINA;Paired;;SRX1843700;157441800;212	SAL_FA8621AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201649	SRS1502598	2016-06-30	2016-06-21	Assembled	31	90835	5072194	Salmonella enterica;97.82%	148	15587	3.41	SAL_MA1974AA_AS
SAL_FA8622AA	CVM N32056	SRR3665191;ILLUMINA;Paired;;SRX1843699;417079580;214	SAL_FA8622AA	Poultry	Avian	chicken breast	2011				North America	United States	New York		New York				Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN02699253	SRS1502595	2016-06-30	2016-06-21	Assembled	81	229663	5114400	Salmonella enterica;96.3%	93	3184	3.41	SAL_MA1973AA_AS
SAL_FA8624AA	CVM N32054	SRR3665189;ILLUMINA;Paired;;SRX1843697;330702926;271	SAL_FA8624AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201648	SRS1502593	2016-06-30	2016-06-21	Assembled	66	282892	4987998	Salmonella enterica;100.0%	83	5610	3.41	SAL_MA1968AA_AS
SAL_FA8629AA	CVM N32049	SRR3665184;ILLUMINA;Paired;;SRX1843692;433399692;254	SAL_FA8629AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium Var. 5-				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201646	SRS1502588	2016-06-30	2016-06-21	Assembled	87	172308	4931073	Salmonella enterica;97.56%	88	4902	3.41	SAL_MA1963AA_AS
SAL_FA8630AA	CVM N32048	SRR3665183;ILLUMINA;Paired;;SRX1843691;323342832;218	SAL_FA8630AA	Poultry	Avian	chicken breast	2011				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN02699248	SRS1502587	2016-06-30	2016-06-21	Assembled	64	150131	4980563	Salmonella enterica;97.75%	94	5895	3.41	SAL_MA1962AA_AS
SAL_FA8631AA	CVM N32047	SRR3665182;ILLUMINA;Paired;;SRX1843690;248955936;246	SAL_FA8631AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201645	SRS1502586	2016-06-30	2016-06-21	Assembled	49	151026	4984195	Salmonella enterica;100.0%	100	10130	3.41	SAL_MA1961AA_AS
SAL_FA8632AA	CVM N32046	SRR3665181;ILLUMINA;Paired;;SRX1843689;283666432;256	SAL_FA8632AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201644	SRS1502585	2016-06-30	2016-06-21	Assembled	56	126056	5030869	Salmonella enterica;97.09%	107	11039	3.41	SAL_MA1960AA_AS
SAL_FA8633AA	CVM N32045	SRR3665180;ILLUMINA;Paired;;SRX1843688;326857118;217	SAL_FA8633AA	Poultry	Avian	chicken breast	2011				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN02699247	SRS1502584	2016-06-30	2016-06-21	Assembled	65	108102	5001909	Salmonella enterica;100.0%	106	6541	3.41	SAL_MA1958AA_AS
SAL_FA8634AA	CVM N32044	SRR3665179;ILLUMINA;Paired;;SRX1843687;307325700;225	SAL_FA8634AA	Poultry	Avian	Chicken Breast	2011				North America	United States	New York		New York				Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN05201643	SRS1502582	2016-06-30	2016-06-21	Assembled	60	192453	5090162	Salmonella enterica;93.76%	104	5615	3.41	SAL_MA1957AA_AS
SAL_FA8667AA	CVM N31411	SRR3665146;ILLUMINA;Paired;;SRX1843654;283294020;219	SAL_FA8667AA	Poultry	Avian	chicken breast	2011				North America	United States	Pennsylvania						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN02699238	SRS1502550	2016-06-30	2016-06-21	Assembled	57	250056	4954667	Salmonella enterica;98.7%	88	6091	3.41	SAL_MA1920AA_AS
